@relation 'project-weka.filters.unsupervised.attribute.Remove-R2-5-weka.filters.unsupervised.attribute.Remove-R34,38,40-weka.filters.unsupervised.attribute.Remove-R9-10,13-16,24-25,32-34,37-weka.filters.unsupervised.attribute.Remove-R3'

@attribute project {true,false}
@attribute Lexical_Diversity numeric
@attribute Pausality numeric
@attribute Word_Quantity numeric
@attribute Verb_Quantity numeric
@attribute Modifier_Quantity numeric
@attribute Sentence_Quantity numeric
@attribute Affect_Ratio numeric
@attribute Sensory_Ratio numeric
@attribute Average_Sentence_Length numeric
@attribute Average_Word_Length numeric
@attribute Content_Word_Diversity numeric
@attribute Redundancy numeric
@attribute Misspelled_Words numeric
@attribute You_References numeric
@attribute Self_References numeric
@attribute Pleasantness numeric
@attribute Activation numeric
@attribute Imagery numeric
@attribute Pos_Pleasantness_1dev numeric
@attribute Pos_Activation_1dev numeric
@attribute Pos_Imagery_1dev numeric
@attribute Neg_Activation_1dev numeric
@attribute Neg_Imagery_1dev numeric

@data
true,0.395833,1,48,6,11,4,0.083333,0,12,4.125,0.833333,6,0.041667,0,0.083333,1.83861,1.50191,1.3,0.15,0,0.05,0.6,0.75
true,0.428571,1.777778,98,15,19,9,0.040816,0.020408,10.888889,3.897959,0.931034,4.444444,0.0625,0.040816,0.081633,1.856158,1.681235,1.355,0.175,0.1,0.1,0.275,0.725
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,42,10,8,4,0.047619,0.142857,10.5,4.285714,1,5,0,0.190476,0.095238,1.879194,1.684569,1.5125,0.125,0,0.125,0.125,0.5
true,0.5,1.2,12,4,0,5,0.166667,0,2.4,3.666667,1,1.2,0.166667,0.666667,0,1.94922,1.50636,1.2,0.2,0,0,0.2,0.6
true,0.433333,0,30,6,0,1,0,0.066667,30,4.8,0.875,14,0.133333,0.133333,0,1.728517,1.709667,1.683333,0,0.083333,0.25,0.083333,0.5
true,0.5,4,6,0,0,1,0,0.333333,6,4,1,2,0.333333,0,0,2.375,1.8,1.4,1,0,0,0,0
true,0.419355,1,62,14,10,4,0.032258,0,15.5,3.225806,0.863636,4.5,0.034483,0,0.064516,1.841596,1.850742,1.483333,0.166667,0.166667,0.166667,0.208333,0.583333
true,0.5,1,4,0,0,2,0.5,0,2,3,1,1,?,0,0,0,0,0,0,0,0,0,0
true,0.5,1,2,0,0,2,1,0,1,7,1,0,?,0,0,0,0,0,0,0,0,0,0
true,0.5,1,2,0,0,2,0,0,1,4,1,0,?,0,0,0,0,0,0,0,0,0,0
true,0.5,1,2,2,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,0,2,2,0,1,0,0,2,4,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.5,0,4,0,0,1,0,0,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0
true,0.4375,2,32,5,4,3,0.0625,0,10.666667,4,1,5.333333,0,0.125,0.25,2.073278,1.819889,1.6,0.444444,0.111111,0.111111,0,0.333333
true,0.473684,1,38,8,8,6,0.052632,0.052632,6.333333,4,0.916667,2.333333,0.210526,0.105263,0,1.87274,1.652467,1.386667,0,0.066667,0.066667,0.333333,0.666667
true,0.5,1,10,1,0,2,0,0,5,2.8,1,3,0,0,0.4,1.989575,1.97025,1.5,0.25,0.25,0,0.25,0.5
true,0.5,1,2,0,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,6,1,0,2,0.333333,0,3,2.333333,1,2,0,0,0.666667,2.35,1.98485,1.2,0.5,0.5,0,0.5,0.5
true,0.5,1,2,0,2,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,8,0,2,4,0.25,0,2,3.75,1,0,0.25,0,0,2.75,2.1932,1.5,1,0.5,0,0,0
true,0.5,1,10,2,4,4,0.2,0,2.5,3.2,1,0.5,0.2,0.4,0,2.18155,1.747025,1.25,0.5,0,0,0,0.5
true,0.477273,1.5,44,8,4,4,0.045455,0.090909,11,2.909091,0.923077,4.5,0.136364,0,0.090909,1.777453,1.762747,1.4,0.117647,0.176471,0.058824,0.235294,0.470588
true,0.416667,1.230769,72,14,5,13,0,0,5.538462,4.222222,0.869565,2,0.055556,0.055556,0.222222,1.775918,1.823382,1.5,0.136364,0.227273,0,0.272727,0.409091
true,0.5,1,8,2,0,4,0.25,0,2,3.75,1,1,0,0,0,1.79445,1.25755,1,0,0,0,1,1
true,0.425926,1,54,4,6,8,0.037037,0.148148,6.75,3.740741,1,3.75,0,0,0,1.702895,1.63489,1.52381,0,0.095238,0.095238,0.333333,0.52381
true,0.5,1.6,14,0,4,5,0.142857,0,2.8,5,1,0.4,0.428571,0,0,1.791675,1.733625,1.5,0.25,0,0,0.25,0.25
true,0.5,0,4,0,0,1,0,0,4,4.5,1,0,?,0,0,0,0,0,0,0,0,0,0
true,0.5,2,18,2,0,1,0,0.111111,18,3.888889,1,6,0.111111,0.222222,0,1.73095,1.763883,1.3,0.166667,0.166667,0,0.166667,0.333333
true,0.5,2,10,1,0,5,0,0.2,2,3.4,1,0,0.2,0,0.2,2.15715,2.25,1.8,0.5,0.5,0.5,0,0.5
true,0.5,1,4,0,2,4,0,0,1,3.5,1,0,0,0,0,2.5,2.1667,1.4,1,0,0,0,0
true,0.423077,1.333333,52,10,4,3,0,0.038462,17.333333,3.653846,1,9.333333,0.08,0,0.153846,1.718635,1.504753,1.482353,0,0,0.235294,0.470588,0.705882
true,0.471429,4.333333,70,15,4,6,0,0.142857,11.666667,3.914286,0.956522,4,0.121212,0.057143,0.114286,1.774442,1.636568,1.610526,0.052632,0.052632,0.157895,0.368421,0.526316
true,0.5,1,6,0,0,2,0.333333,0,3,2.333333,1,2,0,0,0.666667,0,0,0,0,0,0,0,0
true,0.5,1,16,3,2,2,0,0.125,8,3.625,1,3,0.125,0.25,0,1.918317,1.90475,1.233333,0.333333,0.166667,0,0,0.666667
true,0.5,1,22,2,4,4,0,0.090909,5.5,4.363636,1,4,0.090909,0.181818,0.363636,1.849943,1.562343,1.685714,0.142857,0,0.285714,0.428571,0.571429
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,2.4286,2,1.2,1,0,0,0,1
true,0.5,0,2,0,0,1,0,0,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.166667,1,6,6,0,2,0,0,3,4,0.333333,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.5,2,4,0,0,1,0.5,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1.2,6,2,0,5,0.333333,0,1.2,3.666667,1,0.4,0.333333,0.666667,0,2.1429,1.5,1.2,0,0,0,0,1
true,0.5,0,8,0,2,1,0,0,8,4,1,4,0,0,0,1.7889,1.3504,1.333333,0,0,0,1,0.666667
true,0.5,1,6,0,0,4,0,0,1.5,4.666667,1,0.5,0.333333,0.666667,0,1.8333,1.5,2.6,0,0,1,0,0
true,0.375,2,40,8,5,2,0,0.15,20,3.45,0.909091,9,0,0.2,0,1.866628,1.727711,1.311111,0.111111,0.111111,0,0.166667,0.555556
true,0.5,2,4,0,0,1,0,0,4,2,1,2,0,0,0,2.6,2.1111,1,1,0,0,0,1
true,0.5,2.666667,26,2,4,3,0,0.076923,8.666667,4,1,1.333333,0,0,0.153846,1.42855,1.77775,2.2,0,0,0,0.5,0
true,0.464286,0,28,4,8,1,0,0.214286,28,3.857143,1,10,0,0,0,1.831875,1.732225,1.575,0.125,0,0,0.375,0.5
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,8,2,2,4,0,0,2,3.25,1,0,0,0,0,1.7,1.4444,1,0,0,0,1,1
true,0.5,4,12,2,4,1,0.166667,0,12,4.5,1,2,0.2,0,0,1.922225,1.478775,1.5,0,0,0,0.75,0.5
true,0.5,1,10,2,2,2,0,0,5,3.6,1,2,0,0,0,2.003475,1.34695,1.5,0,0,0,0.75,0.5
true,0.5,1,2,0,0,2,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,2,12,2,4,3,0,0.166667,4,3.333333,1,0.666667,0,0,0,1.822525,1.523925,1.3,0,0,0,0.5,0.75
true,0.5,2,10,0,0,2,0.4,0,5,3.8,1,1,0.2,0,0,2.33335,2.096,1.2,0.5,0.5,0,0,0.5
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,2.4286,2,1.2,1,0,0,0,1
true,0.452381,0.666667,42,9,4,3,0.142857,0.095238,14,3.952381,1,6,0,0.095238,0.190476,1.987372,1.768828,1.433333,0.166667,0.055556,0,0.222222,0.5
true,0.5,1,18,2,4,2,0,0.111111,9,4.777778,1,2,0.111111,0,0,1.92695,1.811875,1.55,0.25,0,0,0.25,0.25
true,0.5,4,40,6,4,1,0,0.1,40,3.2,1,22,0.058824,0,0.1,1.992836,1.611843,1.3,0.357143,0,0,0.5,0.642857
true,0.5,0,4,1,0,1,0,0,4,3.5,1,2,0,0,0,2.0625,1.46365,1.5,0,0,0,0.5,0.5
true,0.5,0,4,0,2,1,0.5,0,4,6,1,0,0,0,0,2.3625,1.9125,2,0.5,0,0.5,0,0.5
true,0.5,1,2,2,0,2,0,0,1,4,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.4375,2.333333,32,1,2,12,0.125,0.125,2.666667,4.125,0.916667,0.666667,0.5,0,0,1.2857,2,2,0,0,0,0,0
true,0.5,1,2,2,0,2,0,0,1,4,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.5,1,28,5,0,4,0,0.071429,7,4,1,4,0,0.142857,0.142857,1.710058,1.673483,1.516667,0,0.083333,0,0.333333,0.416667
true,0.5,4,6,0,0,1,0,0,6,3.666667,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,6,1,0,2,0,0.333333,3,3,1,2,0,0,0.666667,2.23215,1.66665,1,0.5,0,0,0.5,1
true,0.5,0.8,16,2,0,5,0,0,3.2,3.375,1,1.2,0.25,0.25,0,1.785725,1.614,1.65,0,0,0.25,0.25,0.5
true,0.5,1,2,0,2,2,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,0,6,2,0,1,0.333333,0,6,7,1,0,?,0,0,0,0,0,0,0,0,0,0
true,0.464286,1,28,6,6,4,0.071429,0,7,4.428571,1,2.5,0,0,0,1.93687,1.56536,1.22,0.2,0,0,0.3,0.8
true,0.5,1.333333,6,2,0,3,0.333333,0,2,3.666667,1,1.333333,0,0.666667,0,2.2381,1.625,1.3,0.5,0,0,0,0.5
true,0.428571,6,14,4,2,1,0,0,14,3,0.857143,0,0.142857,0,0,2.06428,1.57756,1.36,0.4,0,0,0.4,0.4
true,0.5,1.6,20,6,2,5,0,0.1,4,3,1,1.2,0,0,0,1.879563,1.809775,1.65,0.25,0.25,0.125,0.125,0.375
true,0.455882,5.333333,68,12,5,3,0,0.029412,22.666667,3.235294,0.952381,8.666667,0.147059,0,0.117647,1.862044,1.677156,1.25,0.0625,0.125,0.0625,0.3125,0.8125
true,0.5,1,38,8,7,6,0.052632,0.210526,6.333333,3.736842,1,2.666667,0,0,0.105263,1.907415,1.776646,1.569231,0.230769,0.153846,0.076923,0.307692,0.461538
true,0.5,1,2,2,0,2,0,0,1,4,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.5,0.666667,2,2,0,3,0,0,0.666667,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,2,0,0,2,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,4,0,0,2,0,0.5,2,3,?,2,0,0,0,2.20715,1.66665,1,0.5,0,0,0.5,1
true,0.5,1,10,3,2,2,0,0,5,3.4,1,2,0,0,0.4,1.655567,1.677767,1.666667,0,0,0,0.333333,0.333333
true,0.5,1,6,2,2,2,0,0,3,3.333333,1,1,0,0,0,2.0463,1.5606,1.133333,0.333333,0,0,0.666667,0.666667
true,0.4,1,10,6,0,4,0,0,2.5,3.4,0.666667,1,0,0,0,2.15,1.776533,2,0,0,0,0,0
true,0.484848,6.666667,66,12,10,3,0,0.121212,22,4.878788,1,9.333333,0.090909,0.060606,0,1.883778,1.685648,1.486957,0.173913,0.086957,0.043478,0.304348,0.478261
true,0.5,0,2,0,0,1,0,0,2,6,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,10,2,0,4,0,0.2,2.5,3,1,1,0,0,0,1.962967,1.5638,1.4,0,0,0,0.666667,0.666667
true,0.5,1,16,4,4,2,0.125,0,8,4.125,1,3,0,0,0,2.22005,1.770525,1.275,0.375,0.125,0.125,0.25,0.75
true,0.416667,0,24,8,2,1,0,0.166667,24,4.083333,0.875,8,0,0.166667,0,2.12445,1.807575,1.475,0.375,0,0,0.125,0.375
true,0.5,0.666667,12,2,0,3,0,0,4,3.833333,1,2,0.2,0,0.333333,1.694433,1.463367,1,0,0,0,0.666667,1
true,0.5,1,8,0,0,2,0,0,4,3,1,2,0,0,0.5,0,0,0,0,0,0,0,0
true,0.425,1,40,10,6,4,0.05,0.1,10,3.95,0.8,5,0,0.2,0,1.802894,1.718218,1.352941,0,0.058824,0.058824,0.294118,0.705882
true,0.5,0,8,0,2,1,0.25,0,8,3,1,4,0,0,0,2.1875,1.656575,1.3,0.25,0,0,0.5,0.75
true,0.5,0,18,3,2,1,0,0,18,4.111111,1,4,0,0,0,1.758775,1.6571,1.75,0.25,0,0.125,0.375,0.25
true,0.5,0,2,0,0,1,0,0,2,6,1,0,0,0,0,2.4286,2,1.2,1,0,0,0,1
true,0.479167,1.111111,48,6,10,9,0.041667,0,5.333333,3.833333,0.923077,2.444444,0.041667,0.083333,0.166667,1.959406,1.545347,1.352941,0.235294,0,0.117647,0.352941,0.705882
true,0.5,1.6,14,4,0,5,0.142857,0,2.8,3,1,1.2,0.142857,0.285714,0,1.8524,1.45725,1.5,0,0,0.25,0.5,0.75
true,0.5,1.333333,20,3,4,3,0.2,0,6.666667,3.6,1,2,0,0,0.2,1.9041,1.703817,1.4,0.166667,0.333333,0.166667,0.5,0.666667
true,0.5,1,12,4,0,4,0,0.166667,3,2.833333,1,1.5,0,0,0,1.845833,1.788217,1.466667,0,0.166667,0,0.333333,0.5
true,0.5,1,2,2,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,0,2,2,0,1,0,0,2,4,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.5,1,12,4,0,2,0,0.166667,6,3,1,4,0,0,0.333333,1.5976,1.59722,1.8,0,0,0.2,0.4,0.4
true,0.5,1,2,0,2,2,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,4,2,0,0,1,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.340909,1,88,15,10,8,0,0.090909,11,3.340909,0.714286,4,0.125,0,0,1.745397,1.567824,1.227586,0,0,0.034483,0.482759,0.827586
true,0.5,0.666667,12,2,0,3,0,0.166667,4,3.333333,1,2,0,0,0.333333,1.634267,1.827767,1.133333,0,0.333333,0,0.333333,0.666667
true,0.5,2,6,0,0,3,0.333333,0,2,5.666667,1,0.666667,?,0,0,0,0,0,0,0,0,0,0
true,0.40625,1.777778,96,25,16,9,0,0.0625,10.666667,4.125,0.928571,4.444444,0,0,0.25,1.897042,1.726058,1.490909,0.090909,0.121212,0.090909,0.272727,0.515152
true,0.5,1,6,0,0,2,0,0.333333,3,2.333333,1,2,0,0,0,2.2631,1.7111,1.133333,0.666667,0,0,0.333333,0.666667
true,0.5,1,2,0,2,2,1,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.444444,1.333333,54,8,11,6,0.037037,0.037037,9,3.37037,0.9375,3.666667,0.04,0,0,1.925679,1.589321,1.375,0.166667,0.041667,0,0.416667,0.541667
true,0.454545,1,22,6,0,4,0,0,5.5,3.818182,1,3,0,0.363636,0,1.905914,1.7487,1.314286,0,0.142857,0,0,0.571429
true,0.388889,1.2,36,10,5,5,0,0.055556,7.2,3.222222,0.9,3.2,0,0,0.333333,1.69491,1.79788,1.12,0.1,0,0,0.1,0.9
true,0.5,1,2,2,0,2,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,2,0,0,2,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.5,0,4,0,2,1,0,0,4,4,1,0,0,0,0,2.33335,1.95835,1.5,0.5,0,0,0,0
true,0.5,1,2,0,0,2,1,0,1,7,1,0,?,0,0,0,0,0,0,0,0,0,0
true,0.5,0,2,0,2,1,1,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1.333333,4,0,0,3,0,0,1.333333,3.5,1,0,0,0,0,2.4286,2,1.2,1,0,0,0,1
true,0.454545,1,22,2,3,2,0,0.181818,11,4.909091,0.857143,4,0.272727,0,0,1.8479,1.902771,1.571429,0,0.142857,0,0.142857,0.285714
true,0.5,0,2,0,0,1,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0
true,0.5,0,10,2,0,1,0,0,10,4.2,1,4,0.4,0.4,0,2.005967,1.5979,1.133333,0,0,0,0.333333,1
true,0.5,1,2,0,2,2,0,0,1,4,1,0,0,0,0,2.5,2.1667,1.4,1,0,0,0,0
true,0.5,1.428571,18,1,3,7,0.333333,0,2.571429,4.555556,1,0.571429,0.111111,0,0.222222,2.678567,2.059367,1.133333,1,0.333333,0,0,0.666667
true,0.5,1,4,0,0,2,0,0,2,4,1,0,0,0,0,2,2.125,2.2,0,0,0,0,0
true,0.454545,1,22,4,4,4,0.090909,0.090909,5.5,3.636364,1,2.5,0,0,0.363636,2.045,1.608557,1.257143,0.285714,0,0,0.428571,0.714286
true,0.5,1,32,6,5,4,0.0625,0.0625,8,3.5,1,4,0,0.125,0,1.909975,1.758619,1.55,0.1875,0.0625,0.125,0.1875,0.625
true,0.5,1,34,5,4,6,0.058824,0.235294,5.666667,3.823529,1,2.333333,0,0.235294,0.117647,1.841738,1.749138,1.569231,0.153846,0,0,0.230769,0.461538
true,0.5,1.333333,2,0,0,3,0,0,0.666667,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,6,16,2,4,1,0,0,16,3.75,1,4,0.285714,0,0,1.840175,1.788375,1.55,0.25,0,0,0.25,0.25
true,0.5,1,4,2,0,2,0,0,2,5,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.464286,18,28,2,2,1,0,0.071429,28,4.642857,1,6,0.333333,0,0,1.564475,1.715775,1.5,0,0,0,0.25,0.5
true,0.444444,1,18,6,2,2,0,0.111111,9,4,1,4,0,0,0.444444,1.70728,1.97576,1.28,0.2,0.2,0,0,0.8
true,0.5,1,6,0,4,2,0.333333,0,3,5,1,0,0,0,0,1.41965,1.6875,1.3,0,0,0,0,0.5
true,0.454545,0.666667,22,8,2,3,0,0.090909,7.333333,3,1,3.333333,0,0,0.363636,1.761163,1.5587,1.6,0.125,0,0.25,0.25,0.5
true,0.5,0,4,2,0,1,0,0,4,2,1,2,0,0,1,1.5,1.875,1.2,0,0,0,0,1
true,0.5,2,4,0,0,1,0,0,4,3.5,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,20,0,0,6,0,0,3.333333,5.6,1,0.666667,0.333333,0,0,0,0,0,0,0,0,0,0
true,0.5,1,12,2,0,4,0.166667,0,3,4.333333,1,1,0,0,0,1.8889,1.1818,1,0,0,0,1,1
true,0.5,1,14,0,0,2,0,0.428571,7,4.571429,1,3,0,0.285714,0,1.695117,1.74305,1.833333,0,0.166667,0.166667,0.166667,0.333333
true,0.5,1,4,0,4,2,0,0,2,4.5,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1.6,30,4,8,5,0.066667,0.066667,6,4.933333,1,1.2,0,0,0.133333,1.855367,1.998689,1.622222,0.111111,0.444444,0.111111,0.111111,0.444444
true,0.5,0,12,2,2,1,0,0.333333,12,3.166667,1,6,0,0,0,1.774717,1.855817,1.133333,0,0.333333,0,0.333333,0.833333
true,0.5,1,10,4,2,2,0,0,5,2.2,1,2,0,0,0.4,1.6,1.843233,1.066667,0,0.333333,0,0.333333,1
true,0.475,1,40,5,8,2,0,0.1,20,3.8,1,10,0,0.1,0.1,1.914067,1.756522,1.277778,0.111111,0.166667,0.055556,0.333333,0.777778
true,0.5,0,2,2,0,1,0,0,2,4,1,0,0,0,0,2.125,1.7273,2,0,0,0,0,0
true,0.5,2,4,2,0,2,0,0,2,3.5,1,1,0,0,1,2,1.5833,1,0,0,0,0,1
true,0.5,2,4,0,0,1,0,0,4,3.5,1,2,0.5,0,0,0,0,0,0,0,0,0,0
true,0.5,1,26,4,8,6,0,0,4.333333,3.769231,1,1,0.083333,0,0.153846,1.980775,1.506625,1.525,0.125,0,0.125,0.5,0.375
true,0.38,0,50,8,16,1,0.04,0.2,50,3.24,0.923077,24,0,0,0.4,1.751478,1.5549,1.344444,0.055556,0,0.111111,0.333333,0.722222
true,0.5,1,18,6,2,2,0,0.111111,9,3.222222,1,3,0.111111,0,0,1.730613,1.589375,1.425,0,0,0,0.5,0.625
true,0.375,1.333333,16,2,0,3,0.125,0,5.333333,3.375,0.714286,0.666667,?,0,0,0,0,0,0,0,0,0,0
true,0.5,6,4,0,2,1,0.5,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,1,12,4,2,2,0.166667,0,6,3.166667,1,3,0,0,0.333333,2.1963,1.643933,1.133333,0.333333,0.333333,0,0.666667,0.666667
true,0.5,0,2,0,2,1,0,0,2,4,1,0,0,0,0,2.5,2.1667,1.4,1,0,0,0,0
true,0.5,1,4,0,2,2,0.5,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.430556,1,72,14,10,4,0,0,18,4.805556,0.894737,8.5,0,0.055556,0,1.903894,1.635518,1.417647,0.029412,0.029412,0.088235,0.294118,0.647059
true,0.5,6,20,2,2,1,0,0.1,20,3.6,1,10,0.1,0.2,0,1.918029,1.522229,1.228571,0.142857,0,0,0.428571,0.714286
true,0.5,1,12,2,4,4,0.333333,0.166667,3,4.833333,1,0.5,0,0.333333,0,1.529975,1.841125,1.5,0,0.25,0,0.25,0.5
true,0.46,18,50,9,2,1,0.04,0.04,50,3.76,0.944444,14,0.208333,0,0,1.935644,1.544719,1.475,0.1875,0.0625,0.0625,0.5,0.3125
true,0.416667,1,12,4,0,2,0,0,6,4,1,3,0,0,0.666667,1.635425,1.9611,1.45,0,0.25,0,0.25,0.25
true,0.5,0,2,0,0,1,0,0,2,6,1,0,0,0,0,2.4286,2,1.2,1,0,0,0,1
true,0.44,6,50,18,6,1,0,0.12,50,3.88,0.928571,22,0,0,0.08,1.924936,1.700564,1.409091,0.136364,0.090909,0,0.409091,0.590909
true,0.5,2,16,2,0,3,0,0.125,5.333333,4.625,1,2,0.375,0.25,0,1.8897,1.80222,1.28,0,0.2,0,0.2,0.6
true,0.5,1,18,2,2,4,0.222222,0.111111,4.5,3,1,2.5,0,0,0.222222,1.833725,1.4206,1.4,0.25,0,0,0.75,0.75
true,0.5,1,10,0,0,2,0.2,0,5,3.6,1,3,0,0,0.4,1.75,1.1667,1,0,0,0,1,1
true,0.5,1,4,0,0,2,0,0,2,3.5,1,1,0.5,0,0,1.75,1.3333,1,0,0,0,1,1
true,0.5,1,4,2,0,2,0,0,2,2,1,1,0,0,1,1.5,1.875,1.2,0,0,0,0,1
true,0.433333,1,30,6,0,4,0.066667,0.066667,7.5,3.266667,1,5,0,0,0.266667,1.73995,1.70669,1.46,0.1,0.1,0,0.3,0.4
true,0.454545,3,22,3,2,2,0.090909,0,11,3.454545,1,7,0,0,0.363636,1.974486,1.7142,1.4,0.285714,0.285714,0,0.428571,0.571429
true,0.5,1,22,6,6,2,0,0.090909,11,3.363636,1,5,0,0,0,1.774956,1.501133,1.355556,0.111111,0,0,0.555556,0.555556
true,0.5,0,10,2,2,1,0.2,0,10,3.6,1,4,0.2,0,0,1.825933,1.338367,1,0,0,0,0.666667,1
true,0.5,0,6,0,0,1,0,0,6,4.666667,1,2,0,0,0,1.66665,1.58335,1.8,0,0,0.5,0,0.5
true,0.357143,4,14,2,4,4,0,0,3.5,4.142857,0.666667,0.5,0,0,0,2.224867,1.768933,1.466667,0.666667,0.333333,0,0.333333,0.666667
true,0.5,1.142857,34,7,6,7,0,0.058824,4.857143,3.176471,1,2.285714,0.071429,0.235294,0.117647,2.123129,1.633514,1.6,0.428571,0,0.142857,0.142857,0.428571
true,0.5,1,12,4,2,2,0,0,6,3.5,1,2,0,0,0,1.8024,1.6909,1.96,0.2,0.2,0.4,0.6,0.4
true,0.5,1,8,1,0,2,0,0,4,3.5,1,1,0.5,0,0.5,1.2857,2,2,0,0,0,0,0
true,0.5,1,20,4,6,2,0.1,0,10,4.7,1,4,0,0,0,1.77117,1.7293,1.42,0.1,0.2,0,0.3,0.4
true,0.458333,1.333333,24,3,4,3,0,0,8,3.25,1,4.666667,0,0.333333,0,1.87105,1.568638,1.325,0,0.125,0,0.5,0.625
true,0.447368,0.8,38,4,2,5,0,0.210526,7.6,3.684211,1,2.8,0.076923,0,0.210526,1.72707,1.80222,1.34,0,0.1,0,0.3,0.5
true,0.5,1.333333,6,2,0,3,0.333333,0,2,3,1,0.666667,0,0.666667,0,2.1429,1.5,1.2,0,0,0,0,1
true,0.5,1,22,4,2,2,0,0.090909,11,3.636364,1,6,0,0,0,1.913989,1.795922,1.533333,0.222222,0.111111,0.111111,0.111111,0.444444
true,0.5,1,8,2,2,4,0.25,0,2,4.5,1,0.5,0,0,0,1.81945,1.25755,1,0,0,0,1,1
true,0.5,0,4,2,0,1,0,0,4,2,1,0,0,0,0,2.4653,2.025,1.5,1,0.5,0,0,0
true,0.5,2,2,0,0,2,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0
true,0.5,2,4,0,0,3,0,0,1.333333,3,1,0,0.5,0,0,0,0,0,0,0,0,0,0
true,0.5,1,8,0,0,2,0.25,0,4,7.5,1,0,?,0,0,0,0,0,0,0,0,0,0
true,0.442857,1.714286,70,16,12,7,0.057143,0,10,3.885714,0.904762,4,0,0,0.057143,1.810796,1.608939,1.156522,0,0.043478,0,0.304348,0.782609
true,0.5,2.666667,16,4,8,3,0.125,0,5.333333,5.25,1,1.333333,0,0,0,1.916667,1.180567,1.733333,0,0,0,1,0.333333
true,0.5,1.6,26,4,3,5,0.076923,0.153846,5.2,3.538462,1,3.2,0,0.153846,0.153846,1.782364,1.6082,1.381818,0,0.090909,0.090909,0.363636,0.636364
true,0.5,0,22,4,0,1,0,0,22,3.636364,1,4,0,0,0,1.9086,1.8178,1.6,0.25,0.125,0.125,0.25,0.5
true,0.5,1,26,4,2,4,0,0.076923,6.5,3.692308,1,2.5,0,0,0.153846,2.030409,1.8855,1.418182,0.363636,0.181818,0,0.090909,0.363636
true,0.458333,6,48,8,7,1,0.041667,0.166667,48,3.583333,1,20,0.083333,0,0,1.741305,1.619625,1.68,0.1,0.1,0.2,0.4,0.45
true,0.473684,1,38,5,2,2,0,0.052632,19,4.052632,1,10,0,0.105263,0.105263,1.803429,1.546857,1.428571,0.142857,0.071429,0.071429,0.428571,0.571429
true,0.5,1,6,0,4,2,0,0,3,3,1,0,0.333333,0,0,1.75,1.5714,1,0,0,0,0,1
true,0.5,1,2,0,0,2,0,0,1,6,1,0,0,0,0,2.4286,2,1.2,1,0,0,0,1
